"unique_id","display_week","sewershed","percentile","percentile_bin","percentile_bin_label","counties","jurisdiction","latitude","longitude","percentile_bin__colour","percentile_bin_label__colour"
"CDC_VERILY_tn_1834_Treatment plant-2024-04-27","2024-04-27","ID:1834","Insufficient Data","0","Insufficient Data","Chester","Tennessee","35.400362","-88.63599099999999","#cccccc","#cccccc"
"NWSS_il_431_Treatment plant-2024-04-27","2024-04-27","ID:431","0.0","1","Minimal","Cook","Illinois","42.016199","-87.869474","#1a6e6b","#82cec2"
"NWSS_nc_1450_Treatment plant-2024-04-27","2024-04-27","ID:1450","Insufficient Data","0","Insufficient Data","Buncombe, Henderson","North Carolina","35.626032","-82.578906","#cccccc","#cccccc"
"CDC_VERILY_md_737_Treatment plant-2024-04-27","2024-04-27","ID:737-A","Insufficient Data","0","Insufficient Data","Washington","Maryland","39.59943","-77.703973","#cccccc","#cccccc"
"NWSS_va_1992_Treatment plant-2024-04-27","2024-04-27","ID:1992","Insufficient Data","0","Insufficient Data","Henrico","Virginia","37.464791999999996","-77.297526","#cccccc","#cccccc"
"NWSS_ca_153_Before treatment plant-2024-04-27","2024-04-27","ID:153","Insufficient Data","0","Insufficient Data","San Francisco","California","37.72515","-122.394657","#cccccc","#cccccc"
"WWS_ca_176_Treatment plant-2024-04-27","2024-04-27","ID:176","7.32","1","Minimal","Santa Clara","California","37.193236","-121.71636699999999","#1a6e6b","#82cec2"
"NWSS_il_483_Treatment plant-2024-04-27","2024-04-27","ID:483","0.0","1","Minimal","Rock Island","Illinois","41.520791","-90.518452","#1a6e6b","#82cec2"
"CDC_VERILY_me_714_Treatment plant-2024-04-27","2024-04-27","ID:714","Insufficient Data","0","Insufficient Data","Piscataquis","Maine","45.304736","-69.44776399999999","#cccccc","#cccccc"
"CDC_VERILY_tx_1866_Treatment plant-2024-04-27","2024-04-27","ID:1866","Insufficient Data","0","Insufficient Data","Galveston","Texas","29.222248","-94.94040899999999","#cccccc","#cccccc"
"CDC_VERILY_md_728_Treatment plant-2024-04-27","2024-04-27","ID:728","Insufficient Data","0","Insufficient Data","Anne Arundel","Maryland","38.916913","-76.54092899999999","#cccccc","#cccccc"
"WWS_nj_1215_Treatment plant-2024-04-27","2024-04-27","ID:1215","Insufficient Data","0","Insufficient Data","Monmouth","New Jersey","40.246100999999996","-74.104334","#cccccc","#cccccc"
"NWSS_wa_2067_Treatment plant-2024-04-27","2024-04-27","ID:2067","Insufficient Data","0","Insufficient Data","Whitman","Washington","46.8156","-117.324421","#cccccc","#cccccc"
"NWSS_ca_137_Treatment plant-2024-04-27","2024-04-27","ID:137","0.0","1","Minimal","Plumas","California","39.996491","-121.015485","#1a6e6b","#82cec2"
"NWSS_il_425_Before treatment plant-2024-04-27","2024-04-27","ID:425","0.0","1","Minimal","Cook","Illinois","41.805849","-87.67664","#1a6e6b","#82cec2"
"NWSS_oh_1642_Treatment plant-2024-04-27","2024-04-27","ID:1642","Insufficient Data","0","Insufficient Data","Montgomery","Ohio","39.672669","-84.23304999999999","#cccccc","#cccccc"
"WWS_tx_1848_Treatment plant-2024-04-27","2024-04-27","ID:1848","7.69","1","Minimal","Dallas","Texas","32.927683","-96.613501","#1a6e6b","#82cec2"
"NWSS_va_2005_Treatment plant-2024-04-27","2024-04-27","ID:2005-C","Insufficient Data","0","Insufficient Data","Stafford, Prince William","Virginia","38.449278","-77.42968","#cccccc","#cccccc"
"NWSS_az_65_Treatment plant-2024-04-27","2024-04-27","ID:65","Insufficient Data","0","Insufficient Data","Yuma","Arizona","32.620185","-114.65808200000001","#cccccc","#cccccc"
"NWSS_il_456_Treatment plant-2024-04-27","2024-04-27","ID:456","0.0","1","Minimal","Lake","Illinois","42.331686","-87.984545","#1a6e6b","#82cec2"
"WWS_tx_1855_Treatment plant-2024-04-27","2024-04-27","ID:1855","Insufficient Data","0","Insufficient Data","Dallas","Texas","32.743801","-96.785479","#cccccc","#cccccc"
"NWSS_wv_2090_Treatment plant-2024-04-27","2024-04-27","ID:2090","Insufficient Data","0","Insufficient Data","Mercer","West Virginia","37.385516","-81.124595","#cccccc","#cccccc"
"WWS_id_386_Treatment plant-2024-04-27","2024-04-27","ID:386","Insufficient Data","0","Insufficient Data","Kootenai","Idaho","47.738881","-116.781869","#cccccc","#cccccc"
"NWSS_or_1733_Treatment plant-2024-04-27","2024-04-27","ID:1733","Insufficient Data","0","Insufficient Data","Lane","Oregon","44.064363","-124.004307","#cccccc","#cccccc"
"NWSS_fl_317_Treatment plant-2024-04-27","2024-04-27","ID:317","Insufficient Data","0","Insufficient Data","Pinellas","Florida","28.082864","-82.754409","#cccccc","#cccccc"
"NWSS_nc_1478_Treatment plant-2024-04-27","2024-04-27","ID:1478","Insufficient Data","0","Insufficient Data","Mecklenburg","North Carolina","35.145153","-80.84927900000001","#cccccc","#cccccc"
"NWSS_oh_1591_Treatment plant-2024-04-27","2024-04-27","ID:1591","Insufficient Data","0","Insufficient Data","Henry","Ohio","41.357746000000006","-84.125748","#cccccc","#cccccc"
"WWS_wa_2061_Treatment plant-2024-04-27","2024-04-27","ID:2061","Insufficient Data","0","Insufficient Data","Snohomish","Washington","47.945118","-122.020482","#cccccc","#cccccc"
"NWSS_wv_2095_Treatment plant-2024-04-27","2024-04-27","ID:2095","Insufficient Data","0","Insufficient Data","Pleasants","West Virginia","39.419768","-81.2011","#cccccc","#cccccc"
"WWS_ca_170_Treatment plant-2024-04-27","2024-04-27","ID:170","28.4","3","Low","San Mateo","California","37.53536","-122.25136599999999","#46a59e","#b1e1bb"
"WWS_mi_845_Treatment plant-2024-04-27","2024-04-27","ID:845","32.56","4","Low","Jackson","Michigan","42.280235000000005","-84.404847","#5bc2b9","#b1e1bb"
"CDC_VERILY_pa_1768_Treatment plant-2024-04-27","2024-04-27","ID:1768","Insufficient Data","0","Insufficient Data","Butler","Pennsylvania","40.703833","-80.113837","#cccccc","#cccccc"
"NWSS_wa_2052_Treatment plant-2024-04-27","2024-04-27","ID:2052","Insufficient Data","0","Insufficient Data","Pierce","Washington","47.17629","-122.540015","#cccccc","#cccccc"
"NWSS_co_205_Treatment plant-2024-04-27","2024-04-27","ID:205","Insufficient Data","0","Insufficient Data","Boulder","Colorado","40.083147","-105.289723","#cccccc","#cccccc"
"NWSS_de_290_Treatment plant-2024-04-27","2024-04-27","ID:290-C","0.0","1","Minimal","Sussex","Delaware","38.63653","-75.61044","#1a6e6b","#82cec2"
"WWS_ga_339_Treatment plant-2024-04-27","2024-04-27","ID:339","53.33","6","Moderate","Fulton","Georgia","33.798925000000004","-84.443618","#d0a0d6","#51b2cd"
"WWS_ia_539_Treatment plant-2024-04-27","2024-04-27","ID:539","33.33","4","Low","Marshall","Iowa","42.041736","-92.987587","#5bc2b9","#b1e1bb"
"NWSS_wa_2062_Treatment plant-2024-04-27","2024-04-27","ID:2062","Insufficient Data","0","Insufficient Data","Spokane","Washington","47.688261","-117.44383","#cccccc","#cccccc"
"NWSS_fl_314_Treatment plant-2024-04-27","2024-04-27","ID:314-C","Insufficient Data","0","Insufficient Data","Orange","Florida","28.638865000000003","-81.494603","#cccccc","#cccccc"
"WWS_ga_336_Treatment plant-2024-04-27","2024-04-27","ID:336","Insufficient Data","0","Insufficient Data","Fulton","Georgia","34.01895","-84.245595","#cccccc","#cccccc"
"NWSS_il_472_Treatment plant-2024-04-27","2024-04-27","ID:472","0.0","1","Minimal","Madison","Illinois","38.846139","-89.878921","#1a6e6b","#82cec2"
"NWSS_il_484_Treatment plant-2024-04-27","2024-04-27","ID:484","Insufficient Data","0","Insufficient Data","Saint Clair","Illinois","38.46087","-89.969557","#cccccc","#cccccc"
"WWS_ia_541_Treatment plant-2024-04-27","2024-04-27","ID:541","Insufficient Data","0","Insufficient Data","Wapello","Iowa","41.020213","-92.41954700000001","#cccccc","#cccccc"
"CDC_VERILY_sc_1819_Treatment plant-2024-04-27","2024-04-27","ID:1819","Insufficient Data","0","Insufficient Data","Greenwood","South Carolina","34.106289000000004","-82.12502099999999","#cccccc","#cccccc"
"NWSS_va_2022_Treatment plant-2024-04-27","2024-04-27","ID:2022","Insufficient Data","0","Insufficient Data","Virginia Beach City, Norfolk City, Portsmouth City, Chesapeake City","Virginia","36.873887","-76.291323","#cccccc","#cccccc"
"NWSS_wv_2087_Treatment plant-2024-04-27","2024-04-27","ID:2087-C","Insufficient Data","0","Insufficient Data","Ohio","West Virginia","40.096382999999996","-80.647679","#cccccc","#cccccc"
"NWSS_oh_1647_Treatment plant-2024-04-27","2024-04-27","ID:1647","Insufficient Data","0","Insufficient Data","Muskingum","Ohio","39.937615","-81.998138","#cccccc","#cccccc"
"NWSS_wv_2096_Treatment plant-2024-04-27","2024-04-27","ID:2096","Insufficient Data","0","Insufficient Data","Preston","West Virginia","39.424034","-79.528599","#cccccc","#cccccc"
"WWS_ca_120_Treatment plant-2024-04-27","2024-04-27","ID:120","Insufficient Data","0","Insufficient Data","Marin","California","38.042601999999995","-122.58368999999999","#cccccc","#cccccc"
"NWSS_il_464_Treatment plant-2024-04-27","2024-04-27","ID:464","0.0","1","Minimal","Mchenry","Illinois","42.331230999999995","-88.465472","#1a6e6b","#82cec2"
"CDC_VERILY_me_713_Treatment plant-2024-04-27","2024-04-27","ID:713","Insufficient Data","0","Insufficient Data","Penobscot","Maine","45.076768","-68.749161","#cccccc","#cccccc"
"CDC_VERILY_ar_71_Treatment plant-2024-04-27","2024-04-27","ID:71","Insufficient Data","0","Insufficient Data","Greene","Arkansas","36.120702","-90.54297199999999","#cccccc","#cccccc"
"WWS_ca_188_Treatment plant-2024-04-27","2024-04-27","ID:188","Insufficient Data","0","Insufficient Data","Stanislaus","California","37.540245999999996","-120.84018300000001","#cccccc","#cccccc"
"NWSS_il_458_Treatment plant-2024-04-27","2024-04-27","ID:458","Insufficient Data","0","Insufficient Data","Lawrence","Illinois","38.687776","-87.639795","#cccccc","#cccccc"
