"unique_id","display_week","sewershed","percentile","percentile_bin","percentile_bin_label","counties","jurisdiction","latitude","longitude","percentile_bin__colour","percentile_bin_label__colour"
"WWS_ca_127_Treatment plant-2024-05-04","2024-05-04","ID:127","Insufficient Data","0","Insufficient Data","Monterey","California","36.637699","-121.81099099999999","#cccccc","#cccccc"
"NWSS_il_424_Before treatment plant-2024-05-04","2024-05-04","ID:424","Insufficient Data","0","Insufficient Data","Cook","Illinois","41.804449","-87.6946","#cccccc","#cccccc"
"CDC_VERILY_sc_1821_Treatment plant-2024-05-04","2024-05-04","ID:1821","Insufficient Data","0","Insufficient Data","Horry","South Carolina","33.867575","-78.951207","#cccccc","#cccccc"
"CDC_VERILY_va_1993_Treatment plant-2024-05-04","2024-05-04","ID:1993","Insufficient Data","0","Insufficient Data","Martinsville City, Henry","Virginia","36.659525","-79.847012","#cccccc","#cccccc"
"WWS_va_2006_Treatment plant-2024-05-04","2024-05-04","ID:2006-B","Insufficient Data","0","Insufficient Data","Stafford","Virginia","38.344898","-77.428178","#cccccc","#cccccc"
"NWSS_wa_2047_Treatment plant-2024-05-04","2024-05-04","ID:2047","Insufficient Data","0","Insufficient Data","Kittitas","Washington","47.019844","-120.48102","#cccccc","#cccccc"
"CDC_VERILY_ak_14_Treatment plant-2024-05-04","2024-05-04","ID:14","Insufficient Data","0","Insufficient Data","Anchorage","Alaska","61.305371","-149.433718","#cccccc","#cccccc"
"WWS_la_639_Treatment plant-2024-05-04","2024-05-04","ID:639","Insufficient Data","0","Insufficient Data","Orleans","Louisiana","29.966073","-90.03937","#cccccc","#cccccc"
"CDC_VERILY_md_726_Treatment plant-2024-05-04","2024-05-04","ID:726","Insufficient Data","0","Insufficient Data","Anne Arundel","Maryland","39.007521000000004","-76.590397","#cccccc","#cccccc"
"NWSS_wv_2075_Treatment plant-2024-05-04","2024-05-04","ID:2075","Insufficient Data","0","Insufficient Data","Doddridge","West Virginia","39.290682000000004","-80.773971","#cccccc","#cccccc"
"WWS_ca_126_Treatment plant-2024-05-04","2024-05-04","ID:126","Insufficient Data","0","Insufficient Data","Mono","California","37.609114","-118.86651599999999","#cccccc","#cccccc"
"WWS_nc_1463_Treatment plant-2024-05-04","2024-05-04","ID:1463","28.57","3","Low","Forsyth","North Carolina","36.067839","-80.322845","#46a59e","#b1e1bb"
"WWS_ca_117_Treatment plant-2024-05-04","2024-05-04","ID:117","Insufficient Data","0","Insufficient Data","Marin","California","37.889325","-122.571937","#cccccc","#cccccc"
"CDC_VERILY_fl_314_Treatment plant-2024-05-04","2024-05-04","ID:314-A","Insufficient Data","0","Insufficient Data","Orange","Florida","28.640785","-81.486203","#cccccc","#cccccc"
"NWSS_il_463_Treatment plant-2024-05-04","2024-05-04","ID:463","0.0","1","Minimal","Mchenry","Illinois","42.310671","-88.46123200000001","#1a6e6b","#82cec2"
"WWS_va_1983_Treatment plant-2024-05-04","2024-05-04","ID:1983","Insufficient Data","0","Insufficient Data","Carroll","Virginia","36.741107","-80.68115","#cccccc","#cccccc"
"NWSS_il_419_Treatment plant-2024-05-04","2024-05-04","ID:419","0.0","1","Minimal","Cook","Illinois","42.062038","-87.88640600000001","#1a6e6b","#82cec2"
"WWS_pa_1775_Treatment plant-2024-05-04","2024-05-04","ID:1775","10.42","2","Minimal","Dauphin","Pennsylvania","40.257919","-76.857744","#318984","#82cec2"
"NWSS_va_1988_Treatment plant-2024-05-04","2024-05-04","ID:1988","Insufficient Data","0","Insufficient Data","Frederick","Virginia","39.156313999999995","-78.26718799999999","#cccccc","#cccccc"
"NWSS_fl_316_Treatment plant-2024-05-04","2024-05-04","ID:316-C","Insufficient Data","0","Insufficient Data","Palm Beach","Florida","26.464497","-80.185542","#cccccc","#cccccc"
"CDC_VERILY_la_679_Treatment plant-2024-05-04","2024-05-04","ID:679","Insufficient Data","0","Insufficient Data","Saint Tammany","Louisiana","30.349199","-89.976095","#cccccc","#cccccc"
"NWSS_oh_1611_Treatment plant-2024-05-04","2024-05-04","ID:1611","Insufficient Data","0","Insufficient Data","Lucas","Ohio","41.503510999999996","-83.770527","#cccccc","#cccccc"
"NWSS_wv_2091_Treatment plant-2024-05-04","2024-05-04","ID:2091","Insufficient Data","0","Insufficient Data","Mineral","West Virginia","39.446646","-78.886554","#cccccc","#cccccc"
"NWSS_fl_303_Treatment plant-2024-05-04","2024-05-04","ID:303","Insufficient Data","0","Insufficient Data","Duval","Florida","28.441876999999998","-81.47904","#cccccc","#cccccc"
"CDC_VERILY_sd_1829_Treatment plant-2024-05-04","2024-05-04","ID:1829","Insufficient Data","0","Insufficient Data","Beadle","South Dakota","44.392834","-98.18783300000001","#cccccc","#cccccc"
"CDC_VERILY_va_2025_Treatment plant-2024-05-04","2024-05-04","ID:2025","Insufficient Data","0","Insufficient Data","Petersburg City","Virginia","37.22417","-77.399053","#cccccc","#cccccc"
"CDC_VERILY_ak_16_Treatment plant-2024-05-04","2024-05-04","ID:16","Insufficient Data","0","Insufficient Data","Juneau","Alaska","58.384601","-134.515906","#cccccc","#cccccc"
"NWSS_il_447_Treatment plant-2024-05-04","2024-05-04","ID:447","0.0","1","Minimal","Jo Daviess","Illinois","42.375797","-90.322908","#1a6e6b","#82cec2"
"CDC_VERILY_md_734_Treatment plant-2024-05-04","2024-05-04","ID:734","Insufficient Data","0","Insufficient Data","Garrett","Maryland","39.4246","-79.325003","#cccccc","#cccccc"
"NWSS_oh_1537_Treatment plant-2024-05-04","2024-05-04","ID:1537","Insufficient Data","0","Insufficient Data","Coshocton","Ohio","40.298094","-81.86186599999999","#cccccc","#cccccc"
"CDC_VERILY_vt_1976_Treatment plant-2024-05-04","2024-05-04","ID:1976","Insufficient Data","0","Insufficient Data","Windsor","Vermont","43.380304","-72.705393","#cccccc","#cccccc"
"NWSS_va_2003_Treatment plant-2024-05-04","2024-05-04","ID:2003","Insufficient Data","0","Insufficient Data","Harrisonburg City, Rockingham","Virginia","38.359047","-78.84677400000001","#cccccc","#cccccc"
"WWS_ar_69_Treatment plant-2024-05-04","2024-05-04","ID:69-B","Insufficient Data","0","Insufficient Data","Boone","Arkansas","36.304606","-93.091781","#cccccc","#cccccc"
"NWSS_co_223_Treatment plant-2024-05-04","2024-05-04","ID:223","Insufficient Data","0","Insufficient Data","El Paso","Colorado","38.935596","-104.82032000000001","#cccccc","#cccccc"
"WWS_hi_362_Treatment plant-2024-05-04","2024-05-04","ID:362-B","7.84","1","Minimal","Honolulu","Hawaii","21.52368","-158.042935","#1a6e6b","#82cec2"
"NWSS_nc_1487_Treatment plant-2024-05-04","2024-05-04","ID:1487","Insufficient Data","0","Insufficient Data","Durham, Orange","North Carolina","35.957654","-78.949","#cccccc","#cccccc"
"NWSS_oh_1534_Treatment plant-2024-05-04","2024-05-04","ID:1534","Insufficient Data","0","Insufficient Data","Carroll","Ohio","40.580141","-81.062179","#cccccc","#cccccc"
"NWSS_oh_1688_Treatment plant-2024-05-04","2024-05-04","ID:1688","Insufficient Data","0","Insufficient Data","Wayne","Ohio","40.839019","-81.88725699999999","#cccccc","#cccccc"
"NWSS_wi_2142_Treatment plant-2024-05-04","2024-05-04","ID:2142","Insufficient Data","0","Insufficient Data","Milwaukee, Ozaukee, Racine, Waukesha, Washington","Wisconsin","42.875026","-87.88834","#cccccc","#cccccc"
"WWS_ca_122_Treatment plant-2024-05-04","2024-05-04","ID:122","Insufficient Data","0","Insufficient Data","Marin","California","37.849937","-122.533463","#cccccc","#cccccc"
"NWSS_oh_1559_Treatment plant-2024-05-04","2024-05-04","ID:1559","Insufficient Data","0","Insufficient Data","Greene","Ohio","39.757531","-83.89144","#cccccc","#cccccc"
"WWS_ca_139_Treatment plant-2024-05-04","2024-05-04","ID:139-B","Insufficient Data","0","Insufficient Data","Riverside","California","33.740121","-116.02566499999999","#cccccc","#cccccc"
"NWSS_il_440_Treatment plant-2024-05-04","2024-05-04","ID:440","45.0","5","Moderate","Du Page","Illinois","41.848158999999995","-88.078196","#71e0d5","#51b2cd"
"NWSS_il_443_Treatment plant-2024-05-04","2024-05-04","ID:443","0.0","1","Minimal","Fulton","Illinois","40.445611","-90.145855","#1a6e6b","#82cec2"
"NWSS_oh_1602_Treatment plant-2024-05-04","2024-05-04","ID:1602","Insufficient Data","0","Insufficient Data","Lake","Ohio","41.711798","-81.19958999999999","#cccccc","#cccccc"
"NWSS_ca_131_Treatment plant-2024-05-04","2024-05-04","ID:131","Insufficient Data","0","Insufficient Data","El Dorado, Nevada, Placer","California","39.369797","-120.40202199999999","#cccccc","#cccccc"
"NWSS_fl_307_Treatment plant-2024-05-04","2024-05-04","ID:307-C","Insufficient Data","0","Insufficient Data","Leon","Florida","30.137335","-84.413269","#cccccc","#cccccc"
"NWSS_oh_1649_Treatment plant-2024-05-04","2024-05-04","ID:1649","Insufficient Data","0","Insufficient Data","Ottawa","Ohio","41.563678","-83.041099","#cccccc","#cccccc"
"CDC_VERILY_sc_1820_Treatment plant-2024-05-04","2024-05-04","ID:1820","Insufficient Data","0","Insufficient Data","Greenwood","South Carolina","34.120929000000004","-82.13134099999999","#cccccc","#cccccc"
"CDC_VERILY_ar_84_Treatment plant-2024-05-04","2024-05-04","ID:84","Insufficient Data","0","Insufficient Data","Pulaski","Arkansas","34.833154","-92.32178","#cccccc","#cccccc"
"NWSS_az_52_Treatment plant-2024-05-04","2024-05-04","ID:52","Insufficient Data","0","Insufficient Data","Yuma","Arizona","32.613968","-114.610214","#cccccc","#cccccc"
"WWS_id_373_Treatment plant-2024-05-04","2024-05-04","ID:373","Insufficient Data","0","Insufficient Data","Ada","Idaho","43.688912","-116.26058400000001","#cccccc","#cccccc"
"NWSS_ky_583_Treatment plant-2024-05-04","2024-05-04","ID:583","Insufficient Data","0","Insufficient Data","Shelby","Kentucky","38.226725","-85.181392","#cccccc","#cccccc"
"NWSS_oh_1622_Treatment plant-2024-05-04","2024-05-04","ID:1622-C","Insufficient Data","0","Insufficient Data","Mahoning","Ohio","41.087992","-80.62906600000001","#cccccc","#cccccc"
"NWSS_wv_2077_Treatment plant-2024-05-04","2024-05-04","ID:2077","Insufficient Data","0","Insufficient Data","Harrison","West Virginia","39.279354","-80.33680299999999","#cccccc","#cccccc"
"NWSS_il_467_Treatment plant-2024-05-04","2024-05-04","ID:467","0.0","1","Minimal","Mclean","Illinois","40.519436","-88.85254300000001","#1a6e6b","#82cec2"
"CDC_VERILY_me_710_Treatment plant-2024-05-04","2024-05-04","ID:710","Insufficient Data","0","Insufficient Data","Oxford","Maine","44.43413399999999","-70.76979499999999","#cccccc","#cccccc"
"NWSS_fl_306_Treatment plant-2024-05-04","2024-05-04","ID:306","Insufficient Data","0","Insufficient Data","Lee","Florida","26.608171","-81.94084","#cccccc","#cccccc"
"CDC_VERILY_me_716_Treatment plant-2024-05-04","2024-05-04","ID:716","Insufficient Data","0","Insufficient Data","Sagadahoc","Maine","43.867532","-69.82777499999999","#cccccc","#cccccc"
"NWSS_or_1716_Treatment plant-2024-05-04","2024-05-04","ID:1716","Insufficient Data","0","Insufficient Data","Benton","Oregon","44.634170999999995","-123.272889","#cccccc","#cccccc"
"NWSS_de_283_Treatment plant-2024-05-04","2024-05-04","ID:283","0.0","1","Minimal","New Castle","Delaware","39.72613","-75.51998","#1a6e6b","#82cec2"
"CDC_VERILY_fl_313_Treatment plant-2024-05-04","2024-05-04","ID:313-A","Insufficient Data","0","Insufficient Data","Orange","Florida","28.533542","-81.178822","#cccccc","#cccccc"
"WWS_fl_318_Treatment plant-2024-05-04","2024-05-04","ID:318","11.9","2","Minimal","Pinellas","Florida","27.875041","-82.632189","#318984","#82cec2"
"NWSS_nc_1468_Treatment plant-2024-05-04","2024-05-04","ID:1468","Insufficient Data","0","Insufficient Data","Guilford","North Carolina","36.103149","-79.674889","#cccccc","#cccccc"
"NWSS_va_2001_Treatment plant-2024-05-04","2024-05-04","ID:2001","Insufficient Data","0","Insufficient Data","Prince William, Fairfax","Virginia","38.621221","-77.26352399999999","#cccccc","#cccccc"
"NWSS_wv_2088_Treatment plant-2024-05-04","2024-05-04","ID:2088","Insufficient Data","0","Insufficient Data","Mason","West Virginia","38.861727","-82.09983199999999","#cccccc","#cccccc"
"WWS_ca_116_Treatment plant-2024-05-04","2024-05-04","ID:116","Insufficient Data","0","Insufficient Data","Madera","California","36.919446","-120.172903","#cccccc","#cccccc"
"WWS_fl_309_Treatment plant-2024-05-04","2024-05-04","ID:309-B","Insufficient Data","0","Insufficient Data","Miami-Dade","Florida","25.954339","-80.134147","#cccccc","#cccccc"
"NWSS_oh_1557_Treatment plant-2024-05-04","2024-05-04","ID:1557","Insufficient Data","0","Insufficient Data","Fulton","Ohio","41.575075000000005","-84.24329999999999","#cccccc","#cccccc"
"WWS_ca_171_Treatment plant-2024-05-04","2024-05-04","ID:171","Insufficient Data","0","Insufficient Data","Santa Barbara","California","34.637783999999996","-120.34099400000001","#cccccc","#cccccc"
"NWSS_co_242_Treatment plant-2024-05-04","2024-05-04","ID:242","Insufficient Data","0","Insufficient Data","Mesa","Colorado","39.148689999999995","-108.631681","#cccccc","#cccccc"
"WWS_ca_92_Before treatment plant-2024-05-04","2024-05-04","ID:92","Insufficient Data","0","Insufficient Data","Alameda","California","37.501853000000004","-121.95856","#cccccc","#cccccc"
"CDC_VERILY_me_709_Treatment plant-2024-05-04","2024-05-04","ID:709","Insufficient Data","0","Insufficient Data","Lincoln","Maine","43.959447","-69.511801","#cccccc","#cccccc"
"NWSS_ca_165_Treatment plant-2024-05-04","2024-05-04","ID:165","40.98","5","Moderate","San Luis Obispo","California","35.269213","-120.61598","#71e0d5","#51b2cd"
"NWSS_or_1757_Treatment plant-2024-05-04","2024-05-04","ID:1757","Insufficient Data","0","Insufficient Data","Yamhill","Oregon","45.193764","-123.229705","#cccccc","#cccccc"
"NWSS_ca_114_Treatment plant-2024-05-04","2024-05-04","ID:114-C","0.0","1","Minimal","Los Angeles","California","33.821117","-118.26287400000001","#1a6e6b","#82cec2"
"WWS_fl_312_Treatment plant-2024-05-04","2024-05-04","ID:312-B","0.0","1","Minimal","Orange","Florida","28.457461000000002","-81.511583","#1a6e6b","#82cec2"
"NWSS_il_465_Treatment plant-2024-05-04","2024-05-04","ID:465","0.0","1","Minimal","Mchenry","Illinois","42.27075","-88.194784","#1a6e6b","#82cec2"
"NWSS_or_1729_Treatment plant-2024-05-04","2024-05-04","ID:1729","Insufficient Data","0","Insufficient Data","Jackson","Oregon","42.154058","-122.530636","#cccccc","#cccccc"
"WWS_ca_147_Treatment plant-2024-05-04","2024-05-04","ID:147","Insufficient Data","0","Insufficient Data","San Francisco, San Mateo","California","37.719031","-122.470803","#cccccc","#cccccc"
"WWS_nh_1196_Treatment plant-2024-05-04","2024-05-04","ID:1196","27.78","3","Low","Strafford","New Hampshire","43.302389","-70.994362","#46a59e","#b1e1bb"
"NWSS_wa_2053_Treatment plant-2024-05-04","2024-05-04","ID:2053","Insufficient Data","0","Insufficient Data","Pierce","Washington","47.213622","-122.319348","#cccccc","#cccccc"
"NWSS_ca_154_Before treatment plant-2024-05-04","2024-05-04","ID:154","Insufficient Data","0","Insufficient Data","San Francisco","California","37.71472","-122.406712","#cccccc","#cccccc"
"CDC_VERILY_ca_184_Treatment plant-2024-05-04","2024-05-04","ID:184-A","Insufficient Data","0","Insufficient Data","Sonoma","California","38.385113000000004","-122.739769","#cccccc","#cccccc"
"WWS_in_505_Treatment plant-2024-05-04","2024-05-04","ID:505","56.1","6","Moderate","Clark","Indiana","38.404269000000006","-85.727548","#d0a0d6","#51b2cd"
"CDC_VERILY_md_731_Treatment plant-2024-05-04","2024-05-04","ID:731","Insufficient Data","0","Insufficient Data","Anne Arundel","Maryland","39.0604","-76.634017","#cccccc","#cccccc"
"CDC_VERILY_mo_1081_Treatment plant-2024-05-04","2024-05-04","ID:1081","Insufficient Data","0","Insufficient Data","Jefferson","Missouri","38.261166","-90.50951500000001","#cccccc","#cccccc"
"WWS_oh_1678_Treatment plant-2024-05-04","2024-05-04","ID:1678-B","18.6","2","Minimal","Portage, Summit","Ohio","41.15924","-81.577911","#318984","#82cec2"
"WWS_fl_313_Treatment plant-2024-05-04","2024-05-04","ID:313-B","0.0","1","Minimal","Orange","Florida","28.517662","-81.16854199999999","#1a6e6b","#82cec2"
"NWSS_wa_2033_Treatment plant-2024-05-04","2024-05-04","ID:2033","Insufficient Data","0","Insufficient Data","Benton","Washington","46.305827","-119.382393","#cccccc","#cccccc"
"NWSS_wv_2101_Treatment plant-2024-05-04","2024-05-04","ID:2101","Insufficient Data","0","Insufficient Data","Randolph","West Virginia","38.854735","-79.883441","#cccccc","#cccccc"
"NWSS_co_232_Treatment plant-2024-05-04","2024-05-04","ID:232","Insufficient Data","0","Insufficient Data","La Plata","Colorado","37.308724000000005","-107.881167","#cccccc","#cccccc"
"NWSS_oh_1558_Treatment plant-2024-05-04","2024-05-04","ID:1558","Insufficient Data","0","Insufficient Data","Greene","Ohio","39.755230999999995","-84.265193","#cccccc","#cccccc"
"NWSS_fl_301_Treatment plant-2024-05-04","2024-05-04","ID:301","Insufficient Data","0","Insufficient Data","Alachua","Florida","29.67653","-82.339379","#cccccc","#cccccc"
"NWSS_or_1744_Treatment plant-2024-05-04","2024-05-04","ID:1744","Insufficient Data","0","Insufficient Data","Multnomah","Oregon","45.602878000000004","-122.75061699999999","#cccccc","#cccccc"
"WWS_nj_1204_Treatment plant-2024-05-04","2024-05-04","ID:1204","0.0","1","Minimal","Cumberland","New Jersey","39.364239999999995","-75.16846","#1a6e6b","#82cec2"
"NWSS_oh_1638_Treatment plant-2024-05-04","2024-05-04","ID:1638","Insufficient Data","0","Insufficient Data","Montgomery","Ohio","39.762519999999995","-84.25052099999999","#cccccc","#cccccc"
"NWSS_or_1747_Treatment plant-2024-05-04","2024-05-04","ID:1747","Insufficient Data","0","Insufficient Data","Umatilla","Oregon","45.702106","-119.09105199999999","#cccccc","#cccccc"
"WWS_vt_1975_Treatment plant-2024-05-04","2024-05-04","ID:1975","31.91","4","Low","Washington","Vermont","44.27877","-72.61713900000001","#5bc2b9","#b1e1bb"
"CDC_VERILY_ca_108_Treatment plant-2024-05-04","2024-05-04","ID:108-A","Insufficient Data","0","Insufficient Data","Kings","California","36.224908","-119.70944","#cccccc","#cccccc"
"WWS_ny_1378_Treatment plant-2024-05-04","2024-05-04","ID:1378","31.71","4","Low","Oswego","New York","43.455268","-76.333612","#5bc2b9","#b1e1bb"
"NWSS_or_1755_Treatment plant-2024-05-04","2024-05-04","ID:1755","Insufficient Data","0","Insufficient Data","Washington","Oregon","45.597852","-123.19319999999999","#cccccc","#cccccc"
"CDC_VERILY_la_624_Treatment plant-2024-05-04","2024-05-04","ID:624","Insufficient Data","0","Insufficient Data","Lafayette","Louisiana","30.208892","-92.052921","#cccccc","#cccccc"
"NWSS_or_1741_Treatment plant-2024-05-04","2024-05-04","ID:1741","Insufficient Data","0","Insufficient Data","Marion","Oregon","44.983331","-123.01492","#cccccc","#cccccc"
"WWS_ca_164_Treatment plant-2024-05-04","2024-05-04","ID:164","Insufficient Data","0","Insufficient Data","San Luis Obispo","California","35.638918","-120.692393","#cccccc","#cccccc"
"NWSS_ca_189_Treatment plant-2024-05-04","2024-05-04","ID:189","0.0","1","Minimal","Sutter","California","39.053694","-121.601881","#1a6e6b","#82cec2"
"NWSS_oh_1555_Treatment plant-2024-05-04","2024-05-04","ID:1555","0.0","1","Minimal","Franklin","Ohio","39.766174","-82.99412000000001","#1a6e6b","#82cec2"
"NWSS_oh_1682_Treatment plant-2024-05-04","2024-05-04","ID:1682","Insufficient Data","0","Insufficient Data","Tuscarawas","Ohio","40.497243","-81.47087","#cccccc","#cccccc"
"CDC_VERILY_tx_1917_Treatment plant-2024-05-04","2024-05-04","ID:1917","Insufficient Data","0","Insufficient Data","Webb","Texas","27.62521","-99.58092400000001","#cccccc","#cccccc"
"WWS_ca_168_Treatment plant-2024-05-04","2024-05-04","ID:168","Insufficient Data","0","Insufficient Data","San Mateo","California","37.565534","-122.274898","#cccccc","#cccccc"
"NWSS_il_461_Treatment plant-2024-05-04","2024-05-04","ID:461","0.0","1","Minimal","Mchenry","Illinois","42.236532","-88.328826","#1a6e6b","#82cec2"
"NWSS_nc_1485_Treatment plant-2024-05-04","2024-05-04","ID:1485","Insufficient Data","0","Insufficient Data","Onslow","North Carolina","34.868488","-77.591566","#cccccc","#cccccc"
"NWSS_wa_2045_Treatment plant-2024-05-04","2024-05-04","ID:2045","Insufficient Data","0","Insufficient Data","King, Pierce","Washington","47.432811","-121.80278799999999","#cccccc","#cccccc"
"CDC_VERILY_ar_68_Treatment plant-2024-05-04","2024-05-04","ID:68","Insufficient Data","0","Insufficient Data","Benton","Arkansas","36.22243","-94.375938","#cccccc","#cccccc"
"NWSS_ca_152_Before treatment plant-2024-05-04","2024-05-04","ID:152","79.63","8","Above Average","San Francisco, San Mateo","California","37.72474999999999","-122.375577","#9e5894","#288abd"
"WWS_mi_798_Treatment plant-2024-05-04","2024-05-04","ID:798","45.1","5","Moderate","Grand Traverse","Michigan","44.787879000000004","-85.498713","#71e0d5","#51b2cd"
"NWSS_oh_1595_Treatment plant-2024-05-04","2024-05-04","ID:1595","Insufficient Data","0","Insufficient Data","Huron","Ohio","41.211802000000006","-82.563862","#cccccc","#cccccc"
"NWSS_oh_1598_Treatment plant-2024-05-04","2024-05-04","ID:1598","Insufficient Data","0","Insufficient Data","Jefferson","Ohio","40.350741","-80.757119","#cccccc","#cccccc"
"WWS_al_5_Treatment plant-2024-05-04","2024-05-04","ID:5","0.0","1","Minimal","Jefferson","Alabama","33.592539","-86.823931","#1a6e6b","#82cec2"
"CDC_VERILY_ca_166_Treatment plant-2024-05-04","2024-05-04","ID:166","Insufficient Data","0","Insufficient Data","San Luis Obispo","California","35.099647999999995","-120.601782","#cccccc","#cccccc"
"NWSS_id_377_Treatment plant-2024-05-04","2024-05-04","ID:377","Insufficient Data","0","Insufficient Data","Blaine","Idaho","43.658399","-114.490221","#cccccc","#cccccc"
"NWSS_il_471_Treatment plant-2024-05-04","2024-05-04","ID:471","Insufficient Data","0","Insufficient Data","Macoupin","Illinois","39.047846","-89.781732","#cccccc","#cccccc"
"NWSS_va_2009_Treatment plant-2024-05-04","2024-05-04","ID:2009","Insufficient Data","0","Insufficient Data","Washington","Virginia","36.670339999999996","-81.970761","#cccccc","#cccccc"
"NWSS_ca_96_Treatment plant-2024-05-04","2024-05-04","ID:96","23.73","3","Low","Butte","California","39.699106","-121.798046","#46a59e","#b1e1bb"
"NWSS_il_410_Treatment plant-2024-05-04","2024-05-04","ID:410","0.0","1","Minimal","Champaign","Illinois","40.125201999999994","-88.27533","#1a6e6b","#82cec2"
"WWS_nj_1217_Treatment plant-2024-05-04","2024-05-04","ID:1217","Insufficient Data","0","Insufficient Data","Monmouth","New Jersey","40.250318","-74.033022","#cccccc","#cccccc"
"CDC_VERILY_ca_177_Treatment plant-2024-05-04","2024-05-04","ID:177","Insufficient Data","0","Insufficient Data","Santa Cruz","California","37.060188000000004","-122.102126","#cccccc","#cccccc"
"CDC_VERILY_ar_70_Treatment plant-2024-05-04","2024-05-04","ID:70","Insufficient Data","0","Insufficient Data","Garland","Arkansas","34.528800999999994","-92.962017","#cccccc","#cccccc"
"CDC_VERILY_ar_81_Treatment plant-2024-05-04","2024-05-04","ID:81","Insufficient Data","0","Insufficient Data","Pulaski","Arkansas","34.777511000000004","-92.154445","#cccccc","#cccccc"
"CDC_VERILY_hi_357_Treatment plant-2024-05-04","2024-05-04","ID:357","Insufficient Data","0","Insufficient Data","Hawaii","Hawaii","19.559359","-155.25791","#cccccc","#cccccc"
"CDC_VERILY_la_617_Treatment plant-2024-05-04","2024-05-04","ID:617","Insufficient Data","0","Insufficient Data","Jefferson","Louisiana","30.029321","-90.23942699999999","#cccccc","#cccccc"
"NWSS_or_1740_Treatment plant-2024-05-04","2024-05-04","ID:1740","Insufficient Data","0","Insufficient Data","Marion","Oregon","45.150047","-122.877085","#cccccc","#cccccc"
"CDC_VERILY_tx_1867_Treatment plant-2024-05-04","2024-05-04","ID:1867","Insufficient Data","0","Insufficient Data","Galveston","Texas","29.495371","-95.061142","#cccccc","#cccccc"
"NWSS_wa_2059_Treatment plant-2024-05-04","2024-05-04","ID:2059","Insufficient Data","0","Insufficient Data","Snohomish","Washington","47.977061","-122.18895499999999","#cccccc","#cccccc"
"NWSS_oh_1592_Treatment plant-2024-05-04","2024-05-04","ID:1592","Insufficient Data","0","Insufficient Data","Hocking","Ohio","39.51531000000001","-82.42822399999999","#cccccc","#cccccc"
"NWSS_oh_1673_Treatment plant-2024-05-04","2024-05-04","ID:1673","Insufficient Data","0","Insufficient Data","Sandusky","Ohio","41.35414","-83.145781","#cccccc","#cccccc"
"NWSS_or_1735_Treatment plant-2024-05-04","2024-05-04","ID:1735","Insufficient Data","0","Insufficient Data","Lincoln","Oregon","44.912251","-123.97997","#cccccc","#cccccc"
"WWS_sd_1832_Treatment plant-2024-05-04","2024-05-04","ID:1832","44.19","5","Moderate","Yankton","South Dakota","42.95272","-97.38317","#71e0d5","#51b2cd"
"NWSS_wa_2058_Treatment plant-2024-05-04","2024-05-04","ID:2058","Insufficient Data","0","Insufficient Data","King, Snohomish","Washington","47.750181","-122.084114","#cccccc","#cccccc"
"WWS_ma_742_Treatment plant-2024-05-04","2024-05-04","ID:742","23.26","3","Low","Suffolk, Middlesex, Worcester, Plymouth, Norfolk","Massachusetts","42.384967","-70.986919","#46a59e","#b1e1bb"
"NWSS_oh_1535_Treatment plant-2024-05-04","2024-05-04","ID:1535","Insufficient Data","0","Insufficient Data","Clark","Ohio","39.883329","-83.87674999999999","#cccccc","#cccccc"
"NWSS_va_2015_Treatment plant-2024-05-04","2024-05-04","ID:2015","Insufficient Data","0","Insufficient Data","Fairfax, Alexandria City","Virginia","38.819876","-77.07086699999999","#cccccc","#cccccc"
"NWSS_wv_2078_Treatment plant-2024-05-04","2024-05-04","ID:2078","Insufficient Data","0","Insufficient Data","Harrison","West Virginia","39.247569","-80.49074","#cccccc","#cccccc"
"CDC_VERILY_ar_69_Treatment plant-2024-05-04","2024-05-04","ID:69-A","Insufficient Data","0","Insufficient Data","Boone","Arkansas","36.289206","-93.086221","#cccccc","#cccccc"
"NWSS_ks_549_Treatment plant-2024-05-04","2024-05-04","ID:549","0.0","1","Minimal","Johnson","Kansas","38.935358","-94.631608","#1a6e6b","#82cec2"
"NWSS_va_2019_Treatment plant-2024-05-04","2024-05-04","ID:2019","Insufficient Data","0","Insufficient Data","Bedford City, Lynchburg City, Amherst, Bedford, Campbell","Virginia","37.401042000000004","-79.11790099999999","#cccccc","#cccccc"
"NWSS_de_288_Treatment plant-2024-05-04","2024-05-04","ID:288","0.0","1","Minimal","Sussex","Delaware","38.76973","-75.12988","#1a6e6b","#82cec2"
"WWS_la_655_Treatment plant-2024-05-04","2024-05-04","ID:655","Insufficient Data","0","Insufficient Data","Orleans","Louisiana","29.918913","-89.972523","#cccccc","#cccccc"
"NWSS_il_439_Treatment plant-2024-05-04","2024-05-04","ID:439","0.0","1","Minimal","Du Page","Illinois","41.686879000000005","-88.207904","#1a6e6b","#82cec2"
"CDC_VERILY_ks_553_Treatment plant-2024-05-04","2024-05-04","ID:553","Insufficient Data","0","Insufficient Data","Shawnee","Kansas","39.130467","-95.811335","#cccccc","#cccccc"
"NWSS_wv_2092_Treatment plant-2024-05-04","2024-05-04","ID:2092","Insufficient Data","0","Insufficient Data","Monongalia","West Virginia","39.602369","-79.912671","#cccccc","#cccccc"
"WWS_ca_194_Treatment plant-2024-05-04","2024-05-04","ID:194","Insufficient Data","0","Insufficient Data","Yolo","California","38.686895","-121.70903299999999","#cccccc","#cccccc"
