date,Variant,share,Region,Variant__colour,variant_present,regional_levels,cdc_region,geographic_level,Region__colour,State_Abbreviation,WVAL_Category,Number_of_Sites,Time_Period,Coverage,state_abbr,state_latitude,state_longitude,fips,cdc_region__colour,id,data_source
2024-01-20,,,Maryland,,,12.868087622377303,South,State-Territory,#40E0D0,,,,,,MD,39.055,-76.7909,24,#2A9D8F,7095,NWSS
2022-11-19,,,Maryland,,,2.3617788639449353,South,State-Territory,#40E0D0,,,,,,MD,39.055,-76.7909,24,#2A9D8F,7096,NWSS
2024-09-07,,,Maryland,,,9.045921769614926,South,State-Territory,#40E0D0,,,,,,MD,39.055,-76.7909,24,#2A9D8F,7097,NWSS
2023-04-29,,,Maryland,,,0.2997228454360169,South,State-Territory,#40E0D0,,,,,,MD,39.055,-76.7909,24,#2A9D8F,7098,NWSS
2024-10-05,,,Maryland,,,3.2201400684681776,South,State-Territory,#40E0D0,,,,,,MD,39.055,-76.7909,24,#2A9D8F,7099,NWSS
2025-04-05,,,Maryland,,,3.379740283651838,South,State-Territory,#40E0D0,MD,Low,11,"April 06, 2025 - April 12, 2025",,MD,39.055,-76.7909,24,#2A9D8F,7100,NWSS
2023-07-29,,,Maryland,,,2.7397505021602737,South,State-Territory,#40E0D0,,,,,,MD,39.055,-76.7909,24,#2A9D8F,7101,NWSS
2024-10-12,,,Maryland,,,3.0686948685980835,South,State-Territory,#40E0D0,,,,,,MD,39.055,-76.7909,24,#2A9D8F,7102,NWSS
2022-12-24,,,Maryland,,,9.90063089396472,South,State-Territory,#40E0D0,,,,,,MD,39.055,-76.7909,24,#2A9D8F,7103,NWSS
2022-08-20,,,Maryland,,,4.946838723283535,South,State-Territory,#40E0D0,,,,,,MD,39.055,-76.7909,24,#2A9D8F,7104,NWSS
2024-12-14,,,Maryland,,,3.981856357348216,South,State-Territory,#40E0D0,,,,,,MD,39.055,-76.7909,24,#2A9D8F,7105,NWSS
2023-10-14,,,Maryland,,,5.72493285575248,South,State-Territory,#40E0D0,,,,,,MD,39.055,-76.7909,24,#2A9D8F,7106,NWSS
2024-08-03,,,Maryland,,,11.890861420420901,South,State-Territory,#40E0D0,,,,,,MD,39.055,-76.7909,24,#2A9D8F,7107,NWSS
2025-03-29,,,Maryland,,,3.204541620453739,South,State-Territory,#40E0D0,,,,,,MD,39.055,-76.7909,24,#2A9D8F,7108,NWSS
2024-06-22,,,Maryland,,,5.228938958361233,South,State-Territory,#40E0D0,,,,,,MD,39.055,-76.7909,24,#2A9D8F,7109,NWSS
2024-05-18,,,Maryland,,,1.241814817255681,South,State-Territory,#40E0D0,,,,,,MD,39.055,-76.7909,24,#2A9D8F,7110,NWSS
2024-09-21,,,Maryland,,,6.0686815498048325,South,State-Territory,#40E0D0,,,,,,MD,39.055,-76.7909,24,#2A9D8F,7111,NWSS
2024-02-24,,,Maryland,,,3.99045976856475,South,State-Territory,#40E0D0,,,,,,MD,39.055,-76.7909,24,#2A9D8F,7112,NWSS
2024-04-06,,,Maryland,,,1.5443710607829764,South,State-Territory,#40E0D0,,,,,,MD,39.055,-76.7909,24,#2A9D8F,7113,NWSS
2023-05-27,,,Maryland,,,0.270556989011733,South,State-Territory,#40E0D0,,,,,,MD,39.055,-76.7909,24,#2A9D8F,7114,NWSS
2022-10-29,,,Maryland,,,1.9661900277920958,South,State-Territory,#40E0D0,,,,,,MD,39.055,-76.7909,24,#2A9D8F,7115,NWSS
2023-02-11,,,Maryland,,,2.95153996998221,South,State-Territory,#40E0D0,,,,,,MD,39.055,-76.7909,24,#2A9D8F,7116,NWSS
2023-07-01,,,Maryland,,,1.9009603915075748,South,State-Territory,#40E0D0,,,,,,MD,39.055,-76.7909,24,#2A9D8F,7117,NWSS
2024-03-23,,,Maryland,,,3.0375307747624927,South,State-Territory,#40E0D0,,,,,,MD,39.055,-76.7909,24,#2A9D8F,7118,NWSS
2024-12-21,,,Maryland,,,4.412479754377897,South,State-Territory,#40E0D0,,,,,,MD,39.055,-76.7909,24,#2A9D8F,7119,NWSS
2023-10-28,,,Maryland,,,3.1615837950158987,South,State-Territory,#40E0D0,,,,,,MD,39.055,-76.7909,24,#2A9D8F,7120,NWSS
2022-09-10,,,Maryland,,,4.598764695157293,South,State-Territory,#40E0D0,,,,,,MD,39.055,-76.7909,24,#2A9D8F,7121,NWSS
2024-07-20,,,Maryland,,,9.367359264315391,South,State-Territory,#40E0D0,,,,,,MD,39.055,-76.7909,24,#2A9D8F,7122,NWSS
2024-06-15,,,Maryland,,,2.5933451361411244,South,State-Territory,#40E0D0,,,,,,MD,39.055,-76.7909,24,#2A9D8F,7123,NWSS
2024-04-20,,,Maryland,,,1.4583087084521016,South,State-Territory,#40E0D0,,,,,,MD,39.055,-76.7909,24,#2A9D8F,7124,NWSS
2023-11-11,,,Maryland,,,6.274197860403324,South,State-Territory,#40E0D0,,,,,,MD,39.055,-76.7909,24,#2A9D8F,7125,NWSS
2023-04-08,,,Maryland,,,0.29276509061604344,South,State-Territory,#40E0D0,,,,,,MD,39.055,-76.7909,24,#2A9D8F,7126,NWSS
2024-01-27,,,Maryland,,,8.553127873211466,South,State-Territory,#40E0D0,,,,,,MD,39.055,-76.7909,24,#2A9D8F,7127,NWSS
2024-07-27,,,Maryland,,,9.1398666707249,South,State-Territory,#40E0D0,,,,,,MD,39.055,-76.7909,24,#2A9D8F,7128,NWSS
2023-01-21,,,Maryland,,,4.071767074727336,South,State-Territory,#40E0D0,,,,,,MD,39.055,-76.7909,24,#2A9D8F,7129,NWSS
2022-12-10,,,Maryland,,,4.516416092721981,South,State-Territory,#40E0D0,,,,,,MD,39.055,-76.7909,24,#2A9D8F,7130,NWSS
2024-08-24,,,Maryland,,,8.583440237883703,South,State-Territory,#40E0D0,,,,,,MD,39.055,-76.7909,24,#2A9D8F,7131,NWSS
2022-07-30,,,Maryland,,,6.61351463917179,South,State-Territory,#40E0D0,,,,,,MD,39.055,-76.7909,24,#2A9D8F,7132,NWSS
2023-07-22,,,Maryland,,,1.5417498722790546,South,State-Territory,#40E0D0,,,,,,MD,39.055,-76.7909,24,#2A9D8F,7133,NWSS
2024-08-10,,,Maryland,,,10.446265686444214,South,State-Territory,#40E0D0,,,,,,MD,39.055,-76.7909,24,#2A9D8F,7134,NWSS
2022-08-27,,,Maryland,,,3.8527865961224372,South,State-Territory,#40E0D0,,,,,,MD,39.055,-76.7909,24,#2A9D8F,7135,NWSS
2025-03-15,,,Maryland,,,6.298503251980062,South,State-Territory,#40E0D0,,,,,,MD,39.055,-76.7909,24,#2A9D8F,7136,NWSS
2024-03-09,,,Maryland,,,5.504687973112677,South,State-Territory,#40E0D0,,,,,,MD,39.055,-76.7909,24,#2A9D8F,7137,NWSS
2025-03-08,,,Maryland,,,5.43132558833195,South,State-Territory,#40E0D0,,,,,,MD,39.055,-76.7909,24,#2A9D8F,7138,NWSS
2022-08-13,,,Maryland,,,4.852162693795845,South,State-Territory,#40E0D0,,,,,,MD,39.055,-76.7909,24,#2A9D8F,7139,NWSS
2023-02-04,,,Maryland,,,3.9265533738900475,South,State-Territory,#40E0D0,,,,,,MD,39.055,-76.7909,24,#2A9D8F,7140,NWSS
2022-12-03,,,Maryland,,,5.4908283995426075,South,State-Territory,#40E0D0,,,,,,MD,39.055,-76.7909,24,#2A9D8F,7141,NWSS
2022-10-15,,,Maryland,,,2.6174532841253493,South,State-Territory,#40E0D0,,,,,,MD,39.055,-76.7909,24,#2A9D8F,7142,NWSS
2023-06-17,,,Maryland,,,0.728334568897185,South,State-Territory,#40E0D0,,,,,,MD,39.055,-76.7909,24,#2A9D8F,7143,NWSS
2024-11-16,,,Maryland,,,2.600834927223396,South,State-Territory,#40E0D0,,,,,,MD,39.055,-76.7909,24,#2A9D8F,7144,NWSS
2024-02-03,,,Maryland,,,2.57846471334484,South,State-Territory,#40E0D0,,,,,,MD,39.055,-76.7909,24,#2A9D8F,7145,NWSS
2024-09-28,,,Maryland,,,3.098624552832543,South,State-Territory,#40E0D0,,,,,,MD,39.055,-76.7909,24,#2A9D8F,7146,NWSS
2024-07-13,,,Maryland,,,8.623810863637313,South,State-Territory,#40E0D0,,,,,,MD,39.055,-76.7909,24,#2A9D8F,7147,NWSS
2023-12-02,,,Maryland,,,8.243100207168501,South,State-Territory,#40E0D0,,,,,,MD,39.055,-76.7909,24,#2A9D8F,7148,NWSS
2024-08-31,,,Maryland,,,8.632092441565787,South,State-Territory,#40E0D0,,,,,,MD,39.055,-76.7909,24,#2A9D8F,7149,NWSS
2023-07-15,,,Maryland,,,1.4384083693790928,South,State-Territory,#40E0D0,,,,,,MD,39.055,-76.7909,24,#2A9D8F,7150,NWSS
2023-06-03,,,Maryland,,,0.3324834623292831,South,State-Territory,#40E0D0,,,,,,MD,39.055,-76.7909,24,#2A9D8F,7151,NWSS
2022-09-24,,,Maryland,,,,South,State-Territory,#40E0D0,,,,,,MD,39.055,-76.7909,24,#2A9D8F,7152,NWSS
2022-07-16,,,Massachusetts,,,4.253143992155157,Northeast,State-Territory,#9370DB,,,,,,MA,42.2596,-71.8083,25,#F4A261,7153,NWSS
2022-12-10,,,Massachusetts,,,6.854081202681471,Northeast,State-Territory,#9370DB,,,,,,MA,42.2596,-71.8083,25,#F4A261,7154,NWSS
2024-11-09,,,Massachusetts,,,1.6169028536314525,Northeast,State-Territory,#9370DB,,,,,,MA,42.2596,-71.8083,25,#F4A261,7155,NWSS
2024-08-24,,,Massachusetts,,,6.366848112633119,Northeast,State-Territory,#9370DB,,,,,,MA,42.2596,-71.8083,25,#F4A261,7156,NWSS
2023-06-17,,,Massachusetts,,,0.4695124518680771,Northeast,State-Territory,#9370DB,,,,,,MA,42.2596,-71.8083,25,#F4A261,7157,NWSS
2023-04-15,,,Massachusetts,,,0.6264099023309868,Northeast,State-Territory,#9370DB,,,,,,MA,42.2596,-71.8083,25,#F4A261,7158,NWSS
2025-03-15,,,Massachusetts,,,1.839091959181327,Northeast,State-Territory,#9370DB,,,,,,MA,42.2596,-71.8083,25,#F4A261,7159,NWSS
2023-07-08,,,Massachusetts,,,1.6347493941644453,Northeast,State-Territory,#9370DB,,,,,,MA,42.2596,-71.8083,25,#F4A261,7160,NWSS
2024-03-16,,,Massachusetts,,,1.4316102640266755,Northeast,State-Territory,#9370DB,,,,,,MA,42.2596,-71.8083,25,#F4A261,7161,NWSS
2022-11-26,,,Massachusetts,,,2.484869745185165,Northeast,State-Territory,#9370DB,,,,,,MA,42.2596,-71.8083,25,#F4A261,7162,NWSS
2022-08-13,,,Massachusetts,,,3.4884912520757636,Northeast,State-Territory,#9370DB,,,,,,MA,42.2596,-71.8083,25,#F4A261,7163,NWSS
2024-04-20,,,Massachusetts,,,0.930011928487574,Northeast,State-Territory,#9370DB,,,,,,MA,42.2596,-71.8083,25,#F4A261,7164,NWSS
2024-11-23,,,Massachusetts,,,2.746807217541325,Northeast,State-Territory,#9370DB,,,,,,MA,42.2596,-71.8083,25,#F4A261,7165,NWSS
2024-03-02,,,Massachusetts,,,2.7083584659846256,Northeast,State-Territory,#9370DB,,,,,,MA,42.2596,-71.8083,25,#F4A261,7166,NWSS
2024-11-02,,,Massachusetts,,,2.7180571546387218,Northeast,State-Territory,#9370DB,,,,,,MA,42.2596,-71.8083,25,#F4A261,7167,NWSS
2022-06-18,,,Massachusetts,,,4.131665595963161,Northeast,State-Territory,#9370DB,,,,,,MA,42.2596,-71.8083,25,#F4A261,7168,NWSS
2023-12-09,,,Massachusetts,,,7.524716074680801,Northeast,State-Territory,#9370DB,,,,,,MA,42.2596,-71.8083,25,#F4A261,7169,NWSS
2022-12-31,,,Massachusetts,,,20.133710515564673,Northeast,State-Territory,#9370DB,,,,,,MA,42.2596,-71.8083,25,#F4A261,7170,NWSS
2022-12-03,,,Massachusetts,,,5.0531402368909735,Northeast,State-Territory,#9370DB,,,,,,MA,42.2596,-71.8083,25,#F4A261,7171,NWSS
2022-08-06,,,Massachusetts,,,3.949301620434551,Northeast,State-Territory,#9370DB,,,,,,MA,42.2596,-71.8083,25,#F4A261,7172,NWSS
2023-12-02,,,Massachusetts,,,5.997727662246839,Northeast,State-Territory,#9370DB,,,,,,MA,42.2596,-71.8083,25,#F4A261,7173,NWSS
2024-06-15,,,Massachusetts,,,2.4580328246515863,Northeast,State-Territory,#9370DB,,,,,,MA,42.2596,-71.8083,25,#F4A261,7174,NWSS
2022-04-09,,,Massachusetts,,,5.137445538707935,Northeast,State-Territory,#9370DB,,,,,,MA,42.2596,-71.8083,25,#F4A261,7175,NWSS
2024-02-17,,,Massachusetts,,,3.870539981213973,Northeast,State-Territory,#9370DB,,,,,,MA,42.2596,-71.8083,25,#F4A261,7176,NWSS
2023-05-06,,,Massachusetts,,,0.5720828052678182,Northeast,State-Territory,#9370DB,,,,,,MA,42.2596,-71.8083,25,#F4A261,7177,NWSS
2024-10-19,,,Massachusetts,,,2.04749968679474,Northeast,State-Territory,#9370DB,,,,,,MA,42.2596,-71.8083,25,#F4A261,7178,NWSS
2024-05-18,,,Massachusetts,,,1.6878933018201132,Northeast,State-Territory,#9370DB,,,,,,MA,42.2596,-71.8083,25,#F4A261,7179,NWSS
2022-07-02,,,Massachusetts,,,4.244388738912106,Northeast,State-Territory,#9370DB,,,,,,MA,42.2596,-71.8083,25,#F4A261,7180,NWSS
2022-09-10,,,Massachusetts,,,8.232442477666137,Northeast,State-Territory,#9370DB,,,,,,MA,42.2596,-71.8083,25,#F4A261,7181,NWSS
2023-10-28,,,Massachusetts,,,1.7557763621427844,Northeast,State-Territory,#9370DB,,,,,,MA,42.2596,-71.8083,25,#F4A261,7182,NWSS
2022-02-12,,,Massachusetts,,,1.084750698828983,Northeast,State-Territory,#9370DB,,,,,,MA,42.2596,-71.8083,25,#F4A261,7183,NWSS
2023-05-27,,,Massachusetts,,,0.5567011682054135,Northeast,State-Territory,#9370DB,,,,,,MA,42.2596,-71.8083,25,#F4A261,7184,NWSS
2023-12-30,,,Massachusetts,,,26.22141612246523,Northeast,State-Territory,#9370DB,,,,,,MA,42.2596,-71.8083,25,#F4A261,7185,NWSS
2022-03-26,,,Massachusetts,,,1.6578107023991595,Northeast,State-Territory,#9370DB,,,,,,MA,42.2596,-71.8083,25,#F4A261,7186,NWSS
2022-04-02,,,Massachusetts,,,3.0361033978405105,Northeast,State-Territory,#9370DB,,,,,,MA,42.2596,-71.8083,25,#F4A261,7187,NWSS
2024-02-24,,,Massachusetts,,,5.532348028192979,Northeast,State-Territory,#9370DB,,,,,,MA,42.2596,-71.8083,25,#F4A261,7188,NWSS
2023-04-29,,,Massachusetts,,,0.7067384846074056,Northeast,State-Territory,#9370DB,,,,,,MA,42.2596,-71.8083,25,#F4A261,7189,NWSS
2023-11-04,,,Massachusetts,,,2.1872466144410025,Northeast,State-Territory,#9370DB,,,,,,MA,42.2596,-71.8083,25,#F4A261,7190,NWSS
2023-12-16,,,Massachusetts,,,15.17691561563135,Northeast,State-Territory,#9370DB,,,,,,MA,42.2596,-71.8083,25,#F4A261,7191,NWSS
2024-03-23,,,Massachusetts,,,2.099599479763581,Northeast,State-Territory,#9370DB,,,,,,MA,42.2596,-71.8083,25,#F4A261,7192,NWSS
2023-02-04,,,Massachusetts,,,7.0672525661307954,Northeast,State-Territory,#9370DB,,,,,,MA,42.2596,-71.8083,25,#F4A261,7193,NWSS
2022-10-29,,,Massachusetts,,,2.0697461486896827,Northeast,State-Territory,#9370DB,,,,,,MA,42.2596,-71.8083,25,#F4A261,7194,NWSS
2023-04-08,,,Massachusetts,,,0.6090851955779348,Northeast,State-Territory,#9370DB,,,,,,MA,42.2596,-71.8083,25,#F4A261,7195,NWSS
2023-05-20,,,Massachusetts,,,0.5907221114471642,Northeast,State-Territory,#9370DB,,,,,,MA,42.2596,-71.8083,25,#F4A261,7196,NWSS
2024-02-10,,,Massachusetts,,,5.783558278266794,Northeast,State-Territory,#9370DB,,,,,,MA,42.2596,-71.8083,25,#F4A261,7197,NWSS
2023-07-22,,,Massachusetts,,,2.9832854559470503,Northeast,State-Territory,#9370DB,,,,,,MA,42.2596,-71.8083,25,#F4A261,7198,NWSS
2023-03-25,,,Massachusetts,,,2.5871761504976725,Northeast,State-Territory,#9370DB,,,,,,MA,42.2596,-71.8083,25,#F4A261,7199,NWSS
2023-10-07,,,Massachusetts,,,4.948432708921249,Northeast,State-Territory,#9370DB,,,,,,MA,42.2596,-71.8083,25,#F4A261,7200,NWSS
2024-01-20,,,Massachusetts,,,8.228244205491809,Northeast,State-Territory,#9370DB,,,,,,MA,42.2596,-71.8083,25,#F4A261,7201,NWSS
2024-01-13,,,Massachusetts,,,8.848626538404979,Northeast,State-Territory,#9370DB,,,,,,MA,42.2596,-71.8083,25,#F4A261,7202,NWSS
2025-03-08,,,Massachusetts,,,2.0497261048020676,Northeast,State-Territory,#9370DB,,,,,,MA,42.2596,-71.8083,25,#F4A261,7203,NWSS
2023-08-05,,,Massachusetts,,,4.155819402027473,Northeast,State-Territory,#9370DB,,,,,,MA,42.2596,-71.8083,25,#F4A261,7204,NWSS
2024-01-06,,,Massachusetts,,,18.511635448084444,Northeast,State-Territory,#9370DB,,,,,,MA,42.2596,-71.8083,25,#F4A261,7205,NWSS
2024-02-03,,,Massachusetts,,,11.589208338520507,Northeast,State-Territory,#9370DB,,,,,,MA,42.2596,-71.8083,25,#F4A261,7206,NWSS
2022-06-11,,,Massachusetts,,,5.132389590059425,Northeast,State-Territory,#9370DB,,,,,,MA,42.2596,-71.8083,25,#F4A261,7207,NWSS
2022-12-17,,,Massachusetts,,,11.283569062118795,Northeast,State-Territory,#9370DB,,,,,,MA,42.2596,-71.8083,25,#F4A261,7208,NWSS
2023-10-21,,,Massachusetts,,,2.470468784925735,Northeast,State-Territory,#9370DB,,,,,,MA,42.2596,-71.8083,25,#F4A261,7209,NWSS
2023-11-18,,,Massachusetts,,,3.2451600350783325,Northeast,State-Territory,#9370DB,,,,,,MA,42.2596,-71.8083,25,#F4A261,7210,NWSS
2025-03-29,,,Massachusetts,,,4.114703372000763,Northeast,State-Territory,#9370DB,,,,,,MA,42.2596,-71.8083,25,#F4A261,7211,NWSS
2024-03-09,,,Massachusetts,,,2.690996002295819,Northeast,State-Territory,#9370DB,,,,,,MA,42.2596,-71.8083,25,#F4A261,7212,NWSS
2024-09-14,,,Massachusetts,,,6.76653445245648,Northeast,State-Territory,#9370DB,,,,,,MA,42.2596,-71.8083,25,#F4A261,7213,NWSS
2023-02-18,,,Massachusetts,,,3.0195647444580986,Northeast,State-Territory,#9370DB,,,,,,MA,42.2596,-71.8083,25,#F4A261,7214,NWSS
2024-12-14,,,Massachusetts,,,6.93468502495206,Northeast,State-Territory,#9370DB,,,,,,MA,42.2596,-71.8083,25,#F4A261,7215,NWSS
2024-12-07,,,Massachusetts,,,4.280377841489313,Northeast,State-Territory,#9370DB,,,,,,MA,42.2596,-71.8083,25,#F4A261,7216,NWSS
2023-06-03,,,Massachusetts,,,0.817659155065299,Northeast,State-Territory,#9370DB,,,,,,MA,42.2596,-71.8083,25,#F4A261,7217,NWSS
2022-06-25,,,Massachusetts,,,3.918357127384864,Northeast,State-Territory,#9370DB,,,,,,MA,42.2596,-71.8083,25,#F4A261,7218,NWSS
2025-02-22,,,Massachusetts,,,4.429343775007855,Northeast,State-Territory,#9370DB,,,,,,MA,42.2596,-71.8083,25,#F4A261,7219,NWSS
2025-02-01,,,Massachusetts,,,6.311317967994727,Northeast,State-Territory,#9370DB,,,,,,MA,42.2596,-71.8083,25,#F4A261,7220,NWSS
2023-08-26,,,Massachusetts,,,4.237993799231445,Northeast,State-Territory,#9370DB,,,,,,MA,42.2596,-71.8083,25,#F4A261,7221,NWSS
2025-01-11,,,Massachusetts,,,8.918826761571232,Northeast,State-Territory,#9370DB,,,,,,MA,42.2596,-71.8083,25,#F4A261,7222,NWSS
2022-09-24,,,Massachusetts,,,3.9423811428049764,Northeast,State-Territory,#9370DB,,,,,,MA,42.2596,-71.8083,25,#F4A261,7223,NWSS
2022-07-23,,,Massachusetts,,,7.233228994645044,Northeast,State-Territory,#9370DB,,,,,,MA,42.2596,-71.8083,25,#F4A261,7224,NWSS
2022-01-08,,,Massachusetts,,,40.63099703714042,Northeast,State-Territory,#9370DB,,,,,,MA,42.2596,-71.8083,25,#F4A261,7225,NWSS
2024-05-04,,,Massachusetts,,,1.6194969311607132,Northeast,State-Territory,#9370DB,,,,,,MA,42.2596,-71.8083,25,#F4A261,7226,NWSS
2024-11-16,,,Massachusetts,,,1.8760647569286637,Northeast,State-Territory,#9370DB,,,,,,MA,42.2596,-71.8083,25,#F4A261,7227,NWSS
2024-12-28,,,Massachusetts,,,11.54592245504521,Northeast,State-Territory,#9370DB,,,,,,MA,42.2596,-71.8083,25,#F4A261,7228,NWSS
2022-11-12,,,Massachusetts,,,1.668907876207215,Northeast,State-Territory,#9370DB,,,,,,MA,42.2596,-71.8083,25,#F4A261,7229,NWSS
2023-05-13,,,Massachusetts,,,0.4476571553039035,Northeast,State-Territory,#9370DB,,,,,,MA,42.2596,-71.8083,25,#F4A261,7230,NWSS
2024-06-22,,,Massachusetts,,,4.439430018897001,Northeast,State-Territory,#9370DB,,,,,,MA,42.2596,-71.8083,25,#F4A261,7231,NWSS
2022-09-03,,,Massachusetts,,,2.596543972446669,Northeast,State-Territory,#9370DB,,,,,,MA,42.2596,-71.8083,25,#F4A261,7232,NWSS
2024-08-10,,,Massachusetts,,,6.529646647748636,Northeast,State-Territory,#9370DB,,,,,,MA,42.2596,-71.8083,25,#F4A261,7233,NWSS
2023-01-28,,,Massachusetts,,,4.8227717528556076,Northeast,State-Territory,#9370DB,,,,,,MA,42.2596,-71.8083,25,#F4A261,7234,NWSS
2022-01-15,,,Massachusetts,,,27.588297330326892,Northeast,State-Territory,#9370DB,,,,,,MA,42.2596,-71.8083,25,#F4A261,7235,NWSS
2022-10-15,,,Massachusetts,,,3.6559247092585174,Northeast,State-Territory,#9370DB,,,,,,MA,42.2596,-71.8083,25,#F4A261,7236,NWSS
2024-07-20,,,Massachusetts,,,6.422468169505754,Northeast,State-Territory,#9370DB,,,,,,MA,42.2596,-71.8083,25,#F4A261,7237,NWSS
2024-10-26,,,Massachusetts,,,1.9318632118540007,Northeast,State-Territory,#9370DB,,,,,,MA,42.2596,-71.8083,25,#F4A261,7238,NWSS
2023-08-19,,,Massachusetts,,,3.2889808808594827,Northeast,State-Territory,#9370DB,,,,,,MA,42.2596,-71.8083,25,#F4A261,7239,NWSS
2022-11-19,,,Massachusetts,,,3.060774036935134,Northeast,State-Territory,#9370DB,,,,,,MA,42.2596,-71.8083,25,#F4A261,7240,NWSS
2024-06-01,,,Massachusetts,,,2.426728694577214,Northeast,State-Territory,#9370DB,,,,,,MA,42.2596,-71.8083,25,#F4A261,7241,NWSS
2022-08-27,,,Massachusetts,,,2.2932755551289863,Northeast,State-Territory,#9370DB,,,,,,MA,42.2596,-71.8083,25,#F4A261,7242,NWSS
2022-07-09,,,Massachusetts,,,3.202555095745134,Northeast,State-Territory,#9370DB,,,,,,MA,42.2596,-71.8083,25,#F4A261,7243,NWSS
2023-03-18,,,Massachusetts,,,2.243378984177731,Northeast,State-Territory,#9370DB,,,,,,MA,42.2596,-71.8083,25,#F4A261,7244,NWSS
2022-02-05,,,Massachusetts,,,8.439621448186811,Northeast,State-Territory,#9370DB,,,,,,MA,42.2596,-71.8083,25,#F4A261,7245,NWSS
2022-03-05,,,Massachusetts,,,0.8125507886199488,Northeast,State-Territory,#9370DB,,,,,,MA,42.2596,-71.8083,25,#F4A261,7246,NWSS
2023-10-14,,,Massachusetts,,,3.121653911733744,Northeast,State-Territory,#9370DB,,,,,,MA,42.2596,-71.8083,25,#F4A261,7247,NWSS
2022-10-22,,,Massachusetts,,,2.98475597154318,Northeast,State-Territory,#9370DB,,,,,,MA,42.2596,-71.8083,25,#F4A261,7248,NWSS
2022-12-24,,,Massachusetts,,,14.264428534771927,Northeast,State-Territory,#9370DB,,,,,,MA,42.2596,-71.8083,25,#F4A261,7249,NWSS
2023-01-14,,,Massachusetts,,,8.421980705070524,Northeast,State-Territory,#9370DB,,,,,,MA,42.2596,-71.8083,25,#F4A261,7250,NWSS
2022-06-04,,,Massachusetts,,,8.357931642077473,Northeast,State-Territory,#9370DB,,,,,,MA,42.2596,-71.8083,25,#F4A261,7251,NWSS
2025-01-04,,,Massachusetts,,,12.120232435977252,Northeast,State-Territory,#9370DB,,,,,,MA,42.2596,-71.8083,25,#F4A261,7252,NWSS
2024-12-21,,,Massachusetts,,,7.0966610742006635,Northeast,State-Territory,#9370DB,,,,,,MA,42.2596,-71.8083,25,#F4A261,7253,NWSS
2023-07-01,,,Massachusetts,,,1.044408818593448,Northeast,State-Territory,#9370DB,,,,,,MA,42.2596,-71.8083,25,#F4A261,7254,NWSS
2023-08-12,,,Massachusetts,,,3.1719653100144733,Northeast,State-Territory,#9370DB,,,,,,MA,42.2596,-71.8083,25,#F4A261,7255,NWSS
2024-11-30,,,Massachusetts,,,3.128501977333868,Northeast,State-Territory,#9370DB,,,,,,MA,42.2596,-71.8083,25,#F4A261,7256,NWSS
2023-03-04,,,Massachusetts,,,1.5161951305381733,Northeast,State-Territory,#9370DB,,,,,,MA,42.2596,-71.8083,25,#F4A261,7257,NWSS
2022-05-28,,,Massachusetts,,,11.709935446516598,Northeast,State-Territory,#9370DB,,,,,,MA,42.2596,-71.8083,25,#F4A261,7258,NWSS
2023-06-10,,,Massachusetts,,,0.5207037991509316,Northeast,State-Territory,#9370DB,,,,,,MA,42.2596,-71.8083,25,#F4A261,7259,NWSS
2023-03-11,,,Massachusetts,,,1.7672580916838456,Northeast,State-Territory,#9370DB,,,,,,MA,42.2596,-71.8083,25,#F4A261,7260,NWSS
2024-08-03,,,Massachusetts,,,6.445758138295207,Northeast,State-Territory,#9370DB,,,,,,MA,42.2596,-71.8083,25,#F4A261,7261,NWSS
2022-02-19,,,Massachusetts,,,0.8555679733653141,Northeast,State-Territory,#9370DB,,,,,,MA,42.2596,-71.8083,25,#F4A261,7262,NWSS
2022-11-05,,,Massachusetts,,,1.9196899313111389,Northeast,State-Territory,#9370DB,,,,,,MA,42.2596,-71.8083,25,#F4A261,7263,NWSS
2023-09-23,,,Massachusetts,,,7.063559666000449,Northeast,State-Territory,#9370DB,,,,,,MA,42.2596,-71.8083,25,#F4A261,7264,NWSS
2022-03-19,,,Massachusetts,,,0.9338012823830956,Northeast,State-Territory,#9370DB,,,,,,MA,42.2596,-71.8083,25,#F4A261,7265,NWSS
2023-09-02,,,Massachusetts,,,5.41459768644666,Northeast,State-Territory,#9370DB,,,,,,MA,42.2596,-71.8083,25,#F4A261,7266,NWSS
2022-01-22,,,Massachusetts,,,19.834423286943547,Northeast,State-Territory,#9370DB,,,,,,MA,42.2596,-71.8083,25,#F4A261,7267,NWSS
2024-09-21,,,Massachusetts,,,3.9838768108195417,Northeast,State-Territory,#9370DB,,,,,,MA,42.2596,-71.8083,25,#F4A261,7268,NWSS
2022-05-07,,,Massachusetts,,,9.854678195153987,Northeast,State-Territory,#9370DB,,,,,,MA,42.2596,-71.8083,25,#F4A261,7269,NWSS
2023-01-21,,,Massachusetts,,,7.165164785465735,Northeast,State-Territory,#9370DB,,,,,,MA,42.2596,-71.8083,25,#F4A261,7270,NWSS
2024-04-06,,,Massachusetts,,,1.5413730606729423,Northeast,State-Territory,#9370DB,,,,,,MA,42.2596,-71.8083,25,#F4A261,7271,NWSS
2022-01-29,,,Massachusetts,,,12.713431704301872,Northeast,State-Territory,#9370DB,,,,,,MA,42.2596,-71.8083,25,#F4A261,7272,NWSS
2024-07-06,,,Massachusetts,,,3.913668856402622,Northeast,State-Territory,#9370DB,,,,,,MA,42.2596,-71.8083,25,#F4A261,7273,NWSS
